,mean_test_score,mean_fit_time,params,rank_test_scores,status,budgets,param_data_preprocessor:__choice__,param_feature_preprocessor:__choice__,param_regressor:__choice__,param_regressor:liblinear_svr:C,param_regressor:liblinear_svr:dual,param_regressor:liblinear_svr:epsilon,param_regressor:liblinear_svr:fit_intercept,param_regressor:liblinear_svr:intercept_scaling,param_regressor:liblinear_svr:loss,param_regressor:liblinear_svr:tol,param_regressor:random_forest:bootstrap,param_regressor:random_forest:criterion,param_regressor:random_forest:max_depth,param_regressor:random_forest:max_features,param_regressor:random_forest:max_leaf_nodes,param_regressor:random_forest:min_impurity_decrease,param_regressor:random_forest:min_samples_leaf,param_regressor:random_forest:min_samples_split,param_regressor:random_forest:min_weight_fraction_leaf,param_regressor:sgd:alpha,param_regressor:sgd:average,param_regressor:sgd:fit_intercept,param_regressor:sgd:learning_rate,param_regressor:sgd:loss,param_regressor:sgd:penalty,param_regressor:sgd:tol,param_regressor:sgd:epsilon,param_regressor:sgd:eta0,param_regressor:sgd:l1_ratio,param_regressor:sgd:power_t
10,19064813.40696629,3.186577320098877,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.7292170388786827, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 2, 'regressor:random_forest:min_samples_split': 19, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",85,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.7292170388786827,None,0.0,2.0,19.0,0.0,,,,,,,,,,,
11,42670643.14089691,1.746887445449829,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.3154810020132618, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 9, 'regressor:random_forest:min_samples_split': 9, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",1515,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.3154810020132618,None,0.0,9.0,9.0,0.0,,,,,,,,,,,
12,18737340.25142024,0.9820811748504639,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.6284704972561529, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 6, 'regressor:random_forest:min_samples_split': 5, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",46,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,friedman_mse,None,0.6284704972561529,None,0.0,6.0,5.0,0.0,,,,,,,,,,,
13,35678671.42308222,0.2824878692626953,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 1.783547444352964e-07, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'constant', 'regressor:sgd:loss': 'epsilon_insensitive', 'regressor:sgd:penalty': 'l2', 'regressor:sgd:tol': 0.008603056148220316, 'regressor:sgd:epsilon': 0.0022820787620149966, 'regressor:sgd:eta0': 0.07321122519498804}",1171,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,1.783547444352964e-07,True,True,constant,epsilon_insensitive,l2,0.008603056148220316,0.0022820787620149966,0.07321122519498804,,
14,34390009.0110986,0.2830204963684082,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 0.8961389109657222, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.010658786102085815, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.016246196370701262}",693,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,0.8961389109657222,False,0.010658786102085815,True,1.0,squared_epsilon_insensitive,0.016246196370701262,,,,,,,,,,,,,,,,,,,,
15,19401345.063274417,0.9971745014190674,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5665622097906935, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 5, 'regressor:random_forest:min_samples_split': 11, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",133,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.5665622097906935,None,0.0,5.0,11.0,0.0,,,,,,,,,,,
16,20048512.020319015,6.3510706424713135,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.8290539357447524, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 5, 'regressor:random_forest:min_samples_split': 3, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",181,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.8290539357447524,None,0.0,5.0,3.0,0.0,,,,,,,,,,,
17,24460937.78035326,1.0830023288726807,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5274037314505293, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 16, 'regressor:random_forest:min_samples_split': 9, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",305,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,friedman_mse,None,0.5274037314505293,None,0.0,16.0,9.0,0.0,,,,,,,,,,,
18,22185172.750805773,4.18709921836853,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5153458962058716, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 11, 'regressor:random_forest:min_samples_split': 19, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",266,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.5153458962058716,None,0.0,11.0,19.0,0.0,,,,,,,,,,,
19,149570421.9619422,0.8091335296630859,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 0.004526329450795528, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'optimal', 'regressor:sgd:loss': 'huber', 'regressor:sgd:penalty': 'l2', 'regressor:sgd:tol': 0.0013017824889960032, 'regressor:sgd:epsilon': 9.805589477164828e-05}",1887,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,0.004526329450795528,False,True,optimal,huber,l2,0.0013017824889960032,9.805589477164828e-05,,,
20,19882811.305381134,4.453166961669922,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5022326296151254, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 5, 'regressor:random_forest:min_samples_split': 11, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",170,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.5022326296151254,None,0.0,5.0,11.0,0.0,,,,,,,,,,,
21,29307652.507958353,0.7929341793060303,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.39774398105056563, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 17, 'regressor:random_forest:min_samples_split': 6, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",354,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.39774398105056563,None,0.0,17.0,6.0,0.0,,,,,,,,,,,
22,25066067.820105024,0.8289704322814941,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.3876338767997186, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 11, 'regressor:random_forest:min_samples_split': 11, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",314,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.3876338767997186,None,0.0,11.0,11.0,0.0,,,,,,,,,,,
23,109757426.60290167,0.32349491119384766,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 7.589013342251784e-07, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'invscaling', 'regressor:sgd:loss': 'squared_loss', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 0.00021109780687418657, 'regressor:sgd:eta0': 0.0007687144542133913, 'regressor:sgd:power_t': 0.5657906956713072}",1819,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,7.589013342251784e-07,True,True,invscaling,squared_loss,l1,0.00021109780687418657,,0.0007687144542133913,,0.5657906956713072
24,22438649.828893818,2.6135387420654297,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.37756437420422495, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 2, 'regressor:random_forest:min_samples_split': 9, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",271,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.37756437420422495,None,0.0,2.0,9.0,0.0,,,,,,,,,,,
25,26329425.56026963,2.732070207595825,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.36861663248244914, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 6, 'regressor:random_forest:min_samples_split': 3, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",325,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.36861663248244914,None,0.0,6.0,3.0,0.0,,,,,,,,,,,
26,19868296.86861609,6.6232593059539795,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.897437429414237, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 15, 'regressor:random_forest:min_samples_split': 10, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",168,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.897437429414237,None,0.0,15.0,10.0,0.0,,,,,,,,,,,
27,156780006.9570028,0.3107600212097168,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 0.002105824822338251, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'optimal', 'regressor:sgd:loss': 'epsilon_insensitive', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 0.001379630422101159, 'regressor:sgd:epsilon': 0.0016526833229429162}",2025,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,0.002105824822338251,True,True,optimal,epsilon_insensitive,l1,0.001379630422101159,0.0016526833229429162,,,
28,24821384.646050148,2.7502222061157227,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.38214981416037586, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 5, 'regressor:random_forest:min_samples_split': 7, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",309,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.38214981416037586,None,0.0,5.0,7.0,0.0,,,,,,,,,,,
29,21011937.60912733,1.4638137817382812,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.8858901877040569, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 1, 'regressor:random_forest:min_samples_split': 18, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",235,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.8858901877040569,None,0.0,1.0,18.0,0.0,,,,,,,,,,,
30,153001041.6544573,0.29517126083374023,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 8.193542774590226e-06, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'constant', 'regressor:sgd:loss': 'huber', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 8.760527889374776e-05, 'regressor:sgd:epsilon': 1.1368198474530048e-05, 'regressor:sgd:eta0': 3.293400579726222e-05}",2014,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,8.193542774590226e-06,False,True,constant,huber,l1,8.760527889374776e-05,1.1368198474530048e-05,3.293400579726222e-05,,
31,34369103.96541334,0.3078939914703369,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 11032.72683124765, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.177392011738904, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 1.7887348150560112e-05}",527,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,11032.72683124765,False,0.177392011738904,True,1.0,squared_epsilon_insensitive,1.7887348150560112e-05,,,,,,,,,,,,,,,,,,,,
32,34535811.67406137,0.2954230308532715,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 0.07090935324158448, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.0019147271912187337, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.00013258126457840958}",822,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,0.07090935324158448,False,0.0019147271912187337,True,1.0,squared_epsilon_insensitive,0.00013258126457840958,,,,,,,,,,,,,,,,,,,,
